window_start,window_end,anomaly_score,is_anomaly,mean,std,var,rms,min,max,ptp,median,mad,skew,kurtosis,zero_crossing_rate,crest_factor,dominant_freq,main_peak_power,spectral_centroid,spectral_bandwidth,spectral_rolloff_85,spectral_entropy,peak_ratio,band_energy_0_5.55556e-05hz,band_energy_5.55556e-05_0.000166667hz,band_energy_0.000166667_0.000555556hz,thd,autocorr_lag1,trend_slope
480,576,-0.12436561057978968,False,10.885763888888889,6.289337147069846,39.55576174951267,12.5556193797542,4.8133333333333335,26.576666666666664,21.763333333333332,7.321666666666667,2.060000000000001,0.7175913140885639,-1.076493188927222,0.06315789473684211,2.116714903728217,1.1574074074074073e-05,1943616.0940202894,4.0362157399399975e-05,8.485875879206246e-05,3.472222222222222e-05,0.37045479865999065,0.5650203647048414,0.9149391937004014,0.01682402842701529,0.06809300279385491,0.0,0.9325704128169778,0.00016222352846606783
528,624,-0.14168255099722415,False,10.558819444444445,6.545408979473857,42.842378708576994,12.40503010841734,4.0633333333333335,26.576666666666664,22.513333333333332,6.483333333333333,1.915,0.6910153150503594,-1.1316857246778784,0.042105263157894736,2.1424104927106242,1.1574074074074073e-05,1958135.206212729,2.2862320236992705e-05,4.723772678168816e-05,2.3148148148148147e-05,0.2716095477061071,0.6496184566930848,0.96584875325719,0.016464608763017,0.01679352799733359,0.0,0.9371521209785832,-0.0001881006209682278
576,672,-0.14241157658740589,False,9.909652777777778,6.01344422582558,36.16151145711501,11.575234218892602,4.0633333333333335,23.816666666666666,19.753333333333334,6.381666666666667,1.8233333333333337,0.738650871667156,-1.0847318354143898,0.06315789473684211,2.057553757987209,1.1574074074074073e-05,1747797.4440324092,2.8979449537404427e-05,5.803971524854098e-05,2.3148148148148147e-05,0.3385196051764071,0.5618382533067791,0.94663469237555,0.02055333365337002,0.03270583715428078,0.0,0.9567098214983081,0.00014976326842306226
624,720,-0.1439730155238957,False,9.787708333333333,6.090586683971484,37.09524615497076,11.511215042698979,4.096666666666667,23.816666666666666,19.72,5.645,1.083333333333333,0.7475762884380928,-1.103338973255144,0.06315789473684211,2.068996763445088,1.1574074074074073e-05,1580852.409334703,2.4176827934852963e-05,5.2279478319684464e-05,2.3148148148148147e-05,0.2897425633831287,0.6497648286473325,0.9581077304957807,0.025832345756197896,0.0159509149026835,0.0,0.9650639406317983,-0.00017619551455959475
672,768,-0.08504202158930163,False,4.933715277777778,0.44674151501490966,0.19957798123781675,4.953690087814448,4.076666666666667,6.513333333333333,2.4366666666666656,4.886666666666667,0.2649999999999997,0.828785887574818,1.2926051666279426,0.5157894736842106,1.3148447355142636,0.0005092592592592592,966.7768128033142,0.000304109322866286,0.00017351078229610093,0.0004976851851851852,0.8983342650529086,0.08129819369377475,0.122434626936244,0.12438940714113443,0.7529998816349592,0.0,-0.1985659424519904,-4.857996221940794e-06
720,816,-0.059738494095885386,False,4.772881944444445,0.3964342883511804,0.15716014498050682,4.789146595766384,4.076666666666667,6.513333333333333,2.4366666666666656,4.715,0.20666666666666655,1.241190779067929,3.2068562549693365,0.6421052631578947,1.360019620006991,0.00041666666666666664,2374.0775436694576,0.00033470686090160726,0.0001388353231654436,0.0004629629629629629,0.8718355031541393,0.12035141228835583,0.0688277524001325,0.0645843153410436,0.863896480770586,0.0,-0.30105633937817244,1.428076204256685e-07
768,864,-0.07999477659198495,False,4.779131944444445,0.3457901350459939,0.11957081749512669,4.791495323023446,4.1066666666666665,5.736666666666667,1.6300000000000008,4.7283333333333335,0.20000000000000018,0.5794698186214056,0.32955340183327353,0.47368421052631576,1.19726020374066,0.0004050925925925926,695.9928824798046,0.0002767658429636975,0.00014686213948394581,0.0004398148148148148,0.921871531102339,0.08048343135909233,0.04907177646491689,0.24048704322522632,0.70407845994452,0.0,-0.05973581490762165,2.282636000080453e-06
816,912,-0.09780058829711957,False,4.8187847222222215,0.36203166796046693,0.13106692860623778,4.832223902844551,4.033333333333333,5.736666666666667,1.703333333333334,4.79,0.24333333333333318,0.29361681592113853,-0.19757197123775283,0.5263157894736842,1.1871690513530462,0.00045138888888888887,1077.7510267615571,0.0003037907036533233,0.00015858783272913325,0.00045138888888888887,0.863992120217498,0.10302332024474828,0.0938095113478877,0.13997562614518355,0.765668601897895,0.0,-0.08765597684746039,4.3711440686486624e-07
864,960,-0.12329835383231941,False,8.4840625,4.698819590555765,22.07890554459064,9.686497480982178,4.033333333333333,18.403333333333332,14.37,5.371666666666667,0.9416666666666673,0.6779511087545378,-1.2697749000842218,0.021052631578947368,1.8998955370053323,1.1574074074074073e-05,999783.7246887949,4.0656714519293326e-05,7.430427965678594e-05,3.472222222222222e-05,0.40638304607889675,0.5605329153107658,0.8725087146433598,0.05259371834355776,0.07431855006409478,0.0,0.9321309437232048,0.0001340616396374671
912,1008,-0.12848834404449272,False,8.743680555555557,4.523360870235556,20.460793562378168,9.833595982838817,4.053333333333334,18.403333333333332,14.349999999999998,6.146666666666667,1.5083333333333337,0.6643886570751,-1.2306169541243213,0.021052631578947368,1.8714754363966337,1.1574074074074073e-05,878936.3457021842,3.7267037884633765e-05,7.803560685228015e-05,3.472222222222222e-05,0.3802325806990448,0.58395452092046,0.8803304910175334,0.0723722471616232,0.0452966410956453,0.0,0.917414804246548,-0.00011198317959848062
960,1056,-0.12093457465600072,False,8.324027777777777,3.9076695592150053,15.269881384015594,9.186961334675074,4.053333333333334,17.223333333333333,13.169999999999998,6.395,1.628333333333333,0.6761573842016789,-1.091573155817784,0.021052631578947368,1.874758443613349,1.1574074074074073e-05,638543.6654875206,3.830160430779728e-05,7.673836387461965e-05,3.472222222222222e-05,0.4070490001863648,0.5481733498634245,0.8779372198430444,0.07043040311504266,0.050692783329065995,0.0,0.8965880349010537,0.00011258575993247728
1008,1104,-0.07880321990392236,False,8.514305555555557,3.8236706566398135,14.620457290448345,9.325318222650834,4.14,17.223333333333333,13.083333333333332,6.64,1.776666666666666,0.6263176209888296,-1.115852460673721,0.07368421052631578,1.8469432272559536,1.1574074074074073e-05,630681.1317484305,5.710260002529578e-05,9.709363915374869e-05,0.00010416666666666666,0.5195116534048396,0.49109381386728596,0.7670630082823331,0.1305738093093714,0.10197945963748778,0.0,0.8738504756378948,-8.401152508992973e-05
1056,1152,-0.0680437412126535,False,8.722569444444444,4.032304449866509,16.259479176413254,9.600694105887074,4.14,18.69666666666667,14.556666666666668,6.426666666666666,1.548333333333333,0.6298916222472472,-1.0654323846647977,0.08421052631578947,1.9474286401021843,1.1574074074074073e-05,686795.5618704353,6.638154508999186e-05,0.00011293911131086742,0.00010416666666666666,0.5326613046005503,0.4919935638796561,0.7336122753607095,0.14443455965711632,0.12193863988479829,0.0,0.8666677050491713,0.00011087171680633434
