start_index,matrix_profile,nearest_neighbor_index
983,3.6914812248238156,212
984,3.7068072496515745,213
985,3.7099810612018627,214
986,3.7056988413463006,215
987,3.6913577652684872,216
988,3.6914600685070083,217
989,3.6979594475894566,218
990,3.7080348624480957,219
991,3.7065119908450495,220
992,3.706878562320626,221
993,3.7180392765412593,222
994,3.711813300104997,223
995,3.7126116944734657,224
996,3.7216310460766064,225
997,3.7404011757720075,226
998,3.740898481043894,227
999,3.7486719679815135,228
1000,3.755993052686277,229
1001,3.758324617397436,230
1002,3.753838914639219,231
1003,3.723980655862886,232
1004,3.7540375401134973,233
1005,3.9882798269433435,234
1006,4.004798528131226,235
1007,4.019738154292849,236
1008,4.201268226391749,1198
1009,4.203397634374718,1199
1010,4.357886157958924,1200
1011,4.3550512903245515,1201
1012,4.363707627143353,1202
1013,4.341958665349159,1203
1014,4.334443022980786,1204
1015,4.323497573173085,1205
1016,4.315689866217992,1206
1017,4.347261074364168,245
1018,4.531319909685275,3224
1019,4.468790342787167,3225
1020,4.51076943635176,3226
1021,4.557647781476565,3227
1022,4.517315923490285,16486
1023,4.603589982592018,16487
1024,4.590417532832353,16488
1025,4.580509931392892,16489
1026,4.536841280783124,16490
1027,4.51385113939135,16491
1028,4.531991230929811,16492
1029,4.573253226367278,16493
1030,4.58837201988751,1125
1031,4.457977732588985,1127
1032,4.422070824370284,1128
1033,4.428721162189244,1129
1034,4.503010718646461,1130
1035,4.457069651241925,1131
1036,4.441090851623103,1132
1037,4.44642198612593,1133
1038,4.465809679240415,1134
1039,4.366877798925568,3245
1040,4.364012424883599,3246
1041,4.374146906401469,3247
1042,4.3067365049723305,3248
1043,4.293737186529472,3249
1044,4.263733813175307,3250
1045,4.24190931733145,3251
1046,4.2745687923005855,3252
1047,4.282420518869255,3253
1048,4.281791088150721,3254
1049,4.264913640095171,3255
1050,4.153547279454693,3256
1051,3.993688692244201,3257
1052,3.9250680331115966,3258
1053,3.9926061925135086,3259
1054,3.958988674258296,3260
1055,3.895515075436107,3261
